Record Length,Analog:7000,
Sample Interval,Analog:1.000000E-05,
Vertical Units,CH1:V, CH3:V, CH4:V,,
Vertical Scale,CH1:+2.000000E+00, CH3:+2.000000E+00, CH4:+5.000000E-01,,
Vertical Offset,CH1:-6.600000E+00, CH3:-6.160000E+00, CH4:-1.278000E+01,,
Horizontal Units,us,
Horizontal Scale,+5.000000E+03,
Model Number,SDS1104X-E,
Serial Number,SDSMMGKD7R7907,
Software Version,8.3.6.1.37R10,
Source,CH1,CH3,CH4
Second,Value,Value,Value
+4.603100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.603200E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.603300E-01,+1.140000E+01,+1.264000E+01,+1.052000E+01
+4.603400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.603500E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.603600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.603700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.603800E-01,+9.200001E-01,+1.272000E+01,+1.052000E+01
+4.603900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.604000E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.604100E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.604200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.604300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.604400E-01,+8.400002E-01,+1.256000E+01,+1.052000E+01
+4.604500E-01,+1.000000E+00,+1.272000E+01,+1.052000E+01
+4.604600E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.604700E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.604800E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.604900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.605000E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.605100E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.605200E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.605300E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.605400E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.605500E-01,+1.000000E+00,+1.272000E+01,+1.052000E+01
+4.605600E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.605700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.605800E-01,+5.999999E-01,+1.240000E+01,+1.052000E+01
+4.605900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.606000E-01,+9.200001E-01,+1.256000E+01,+1.052000E+01
+4.606100E-01,+1.320000E+00,+1.272000E+01,+1.052000E+01
+4.606200E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.606300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.606400E-01,+1.000000E+00,+1.256000E+01,+1.052000E+01
+4.606500E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.606600E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.606700E-01,+1.240000E+00,+1.280000E+01,+1.052000E+01
+4.606800E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.606900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.607000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.607100E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.607200E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.607300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.607400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.607500E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.607600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.607700E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.607800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.607900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.608000E-01,+2.680000E+00,+1.264000E+01,+1.052000E+01
+4.608100E-01,+1.220000E+01,+1.280000E+01,+1.052000E+01
+4.608200E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.608300E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.608400E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.608500E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.608600E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.608700E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.608800E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.608900E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.609000E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.609100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.609200E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.609300E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.609400E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.609500E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.609600E-01,+3.400000E+00,+1.264000E+01,+1.052000E+01
+4.609700E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.609800E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.609900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.610000E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.610100E-01,+8.400002E-01,+1.264000E+01,+1.052000E+01
+4.610200E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.610300E-01,+9.200001E-01,+1.264000E+01,+1.052000E+01
+4.610400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.610500E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.610600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.610700E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.610800E-01,+9.200001E-01,+1.264000E+01,+1.052000E+01
+4.610900E-01,+1.000000E+00,+1.272000E+01,+1.052000E+01
+4.611000E-01,+1.480000E+00,+1.296000E+01,+1.052000E+01
+4.611100E-01,+9.200001E-01,+1.264000E+01,+1.052000E+01
+4.611200E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.611300E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.611400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.611500E-01,+9.200001E-01,+1.256000E+01,+1.052000E+01
+4.611600E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.611700E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.611800E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.611900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.612000E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.612100E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.612200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.612300E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.612400E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.612500E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.612600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.612700E-01,+1.160000E+00,+1.256000E+01,+1.052000E+01
+4.612800E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.612900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.613000E-01,+7.600002E-01,+1.272000E+01,+1.052000E+01
+4.613100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.613200E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.613300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.613400E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.613500E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.613600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.613700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.613800E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.613900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.614000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.614100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.614200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.614300E-01,+1.172000E+01,+1.264000E+01,+1.052000E+01
+4.614400E-01,+1.180000E+01,+1.264000E+01,+1.052000E+01
+4.614500E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.614600E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.614700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.614800E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.614900E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.615000E-01,+1.172000E+01,+1.240000E+01,+1.052000E+01
+4.615100E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.615200E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.615300E-01,+1.228000E+01,+1.280000E+01,+1.052000E+01
+4.615400E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.615500E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.615600E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.615700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.615800E-01,+9.559999E+00,+1.264000E+01,+1.052000E+01
+4.615900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.616000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.616100E-01,+1.000000E+00,+1.272000E+01,+1.052000E+01
+4.616200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.616300E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.616400E-01,+9.200001E-01,+1.256000E+01,+1.052000E+01
+4.616500E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.616600E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.616700E-01,+1.400000E+00,+1.280000E+01,+1.052000E+01
+4.616800E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.616900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.617000E-01,+1.080000E+00,+1.248000E+01,+1.052000E+01
+4.617100E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.617200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.617300E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.617400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.617500E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.617600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.617700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.617800E-01,+1.000000E+00,+1.256000E+01,+1.052000E+01
+4.617900E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.618000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.618100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.618200E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.618300E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.618400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.618500E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.618600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.618700E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.618800E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.618900E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.619000E-01,+1.000000E+00,+1.256000E+01,+1.052000E+01
+4.619100E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.619200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.619300E-01,+6.799998E-01,+1.256000E+01,+1.052000E+01
+4.619400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.619500E-01,+9.200001E-01,+1.264000E+01,+1.052000E+01
+4.619600E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.619700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.619800E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.619900E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.620000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.620100E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.620200E-01,+1.000000E+00,+1.272000E+01,+1.052000E+01
+4.620300E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.620400E-01,+9.200001E-01,+1.264000E+01,+1.052000E+01
+4.620500E-01,+7.400000E+00,+1.264000E+01,+1.052000E+01
+4.620600E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.620700E-01,+1.180000E+01,+1.256000E+01,+1.052000E+01
+4.620800E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.620900E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.621000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.621100E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.621200E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.621300E-01,+1.188000E+01,+1.232000E+01,+1.052000E+01
+4.621400E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.621500E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.621600E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.621700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.621800E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.621900E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.622000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.622100E-01,+1.480000E+00,+1.272000E+01,+1.052000E+01
+4.622200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.622300E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.622400E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.622500E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.622600E-01,+1.000000E+00,+1.272000E+01,+1.052000E+01
+4.622700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.622800E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.622900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.623000E-01,+1.400000E+00,+1.288000E+01,+1.052000E+01
+4.623100E-01,+7.240000E+00,+1.264000E+01,+1.052000E+01
+4.623200E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.623300E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.623400E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.623500E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.623600E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.623700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.623800E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.623900E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.624000E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.624100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.624200E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.624300E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.624400E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.624500E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.624600E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.624700E-01,+1.228000E+01,+1.280000E+01,+1.052000E+01
+4.624800E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.624900E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.625000E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.625100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.625200E-01,+3.640000E+00,+1.264000E+01,+1.052000E+01
+4.625300E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.625400E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.625500E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.625600E-01,+6.799998E-01,+1.240000E+01,+1.052000E+01
+4.625700E-01,+7.160000E+00,+1.264000E+01,+1.052000E+01
+4.625800E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.625900E-01,+1.228000E+01,+1.280000E+01,+1.052000E+01
+4.626000E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.626100E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.626200E-01,+9.719999E+00,+1.264000E+01,+1.052000E+01
+4.626300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.626400E-01,+9.200001E-01,+1.264000E+01,+1.052000E+01
+4.626500E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.626600E-01,+9.200001E-01,+1.264000E+01,+1.052000E+01
+4.626700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.626800E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.626900E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.627000E-01,+1.196000E+01,+1.256000E+01,+1.052000E+01
+4.627100E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.627200E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.627300E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.627400E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.627500E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.627600E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.627700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.627800E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.627900E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.628000E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.628100E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.628200E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.628300E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.628400E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.628500E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.628600E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.628700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.628800E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.628900E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.629000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.629100E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.629200E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.629300E-01,+1.196000E+01,+1.280000E+01,+1.052000E+01
+4.629400E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.629500E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.629600E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.629700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.629800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.629900E-01,+1.188000E+01,+1.248000E+01,+1.052000E+01
+4.630000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.630100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.630200E-01,+1.244000E+01,+1.280000E+01,+1.052000E+01
+4.630300E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.630400E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.630500E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.630600E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.630700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.630800E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.630900E-01,+1.204000E+01,+1.256000E+01,+1.052000E+01
+4.631000E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.631100E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.631200E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.631300E-01,+7.400000E+00,+1.256000E+01,+1.052000E+01
+4.631400E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.631500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.631600E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.631700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.631800E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.631900E-01,+1.000000E+00,+1.256000E+01,+1.052000E+01
+4.632000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.632100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.632200E-01,+1.160000E+00,+1.280000E+01,+1.052000E+01
+4.632300E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.632400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.632500E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.632600E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.632700E-01,+1.000000E+00,+1.256000E+01,+1.052000E+01
+4.632800E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.632900E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.633000E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.633100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.633200E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.633300E-01,+1.160000E+00,+1.256000E+01,+1.052000E+01
+4.633400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.633500E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.633600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.633700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.633800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.633900E-01,+1.240000E+00,+1.256000E+01,+1.052000E+01
+4.634000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.634100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.634200E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.634300E-01,+1.160000E+00,+1.256000E+01,+1.052000E+01
+4.634400E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.634500E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.634600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.634700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.634800E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.634900E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.635000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.635100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.635200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.635300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.635400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.635500E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.635600E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.635700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.635800E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.635900E-01,+1.320000E+00,+1.272000E+01,+1.052000E+01
+4.636000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.636100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.636200E-01,+8.400002E-01,+1.248000E+01,+1.052000E+01
+4.636300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.636400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.636500E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.636600E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.636700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.636800E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.636900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.637000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.637100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.637200E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.637300E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.637400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.637500E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.637600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.637700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.637800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.637900E-01,+1.160000E+00,+1.280000E+01,+1.052000E+01
+4.638000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.638100E-01,+9.240000E+00,+1.264000E+01,+1.052000E+01
+4.638200E-01,+1.196000E+01,+1.248000E+01,+1.052000E+01
+4.638300E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.638400E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.638500E-01,+1.180000E+01,+1.256000E+01,+1.052000E+01
+4.638600E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.638700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.638800E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.638900E-01,+5.960000E+00,+1.272000E+01,+1.052000E+01
+4.639000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.639100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.639200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.639300E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.639400E-01,+3.560000E+00,+1.264000E+01,+1.052000E+01
+4.639500E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.639600E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.639700E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.639800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.639900E-01,+1.164000E+01,+1.256000E+01,+1.052000E+01
+4.640000E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.640100E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.640200E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.640300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.640400E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.640500E-01,+1.164000E+01,+1.248000E+01,+1.052000E+01
+4.640600E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.640700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.640800E-01,+1.244000E+01,+1.288000E+01,+1.052000E+01
+4.640900E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.641000E-01,+3.560000E+00,+1.272000E+01,+1.052000E+01
+4.641100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
