Record Length,Analog:7000,
Sample Interval,Analog:1.000000E-05,
Vertical Units,CH1:V, CH3:V, CH4:V,,
Vertical Scale,CH1:+2.000000E+00, CH3:+2.000000E+00, CH4:+5.000000E-01,,
Vertical Offset,CH1:-6.600000E+00, CH3:-6.160000E+00, CH4:-1.278000E+01,,
Horizontal Units,us,
Horizontal Scale,+5.000000E+03,
Model Number,SDS1104X-E,
Serial Number,SDSMMGKD7R7907,
Software Version,8.3.6.1.37R10,
Source,CH1,CH3,CH4
Second,Value,Value,Value
+4.915300E-01,+1.480000E+00,+1.280000E+01,+1.052000E+01
+4.915400E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.915500E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.915600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.915700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.915800E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.915900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.916000E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.916100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.916200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.916300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.916400E-01,+8.400002E-01,+1.240000E+01,+1.052000E+01
+4.916500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.916600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.916700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.916800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.916900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.917000E-01,+1.080000E+00,+1.248000E+01,+1.052000E+01
+4.917100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.917200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.917300E-01,+1.160000E+00,+1.280000E+01,+1.052000E+01
+4.917400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.917500E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.917600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.917700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.917800E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.917900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.918000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.918100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.918200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.918300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.918400E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.918500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.918600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.918700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.918800E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.918900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.919000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.919100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.919200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.919300E-01,+5.999999E-01,+1.240000E+01,+1.052000E+01
+4.919400E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.919500E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.919600E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.919700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.919800E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.919900E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.920000E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.920100E-01,+4.120000E+00,+1.264000E+01,+1.052000E+01
+4.920200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.920300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.920400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.920500E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.920600E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.920700E-01,+9.200001E-01,+1.256000E+01,+1.052000E+01
+4.920800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.920900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.921000E-01,+1.560000E+00,+1.280000E+01,+1.052000E+01
+4.921100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.921200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.921300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.921400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.921500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.921600E-01,+1.560000E+00,+1.296000E+01,+1.052000E+01
+4.921700E-01,+1.000000E+00,+1.256000E+01,+1.052000E+01
+4.921800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.921900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.922000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.922100E-01,+1.160000E+00,+1.256000E+01,+1.052000E+01
+4.922200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.922300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.922400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.922500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.922600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.922700E-01,+1.240000E+00,+1.256000E+01,+1.052000E+01
+4.922800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.922900E-01,+1.160000E+00,+1.256000E+01,+1.052000E+01
+4.923000E-01,+1.320000E+00,+1.288000E+01,+1.052000E+01
+4.923100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.923200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.923300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.923400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.923500E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.923600E-01,+1.000000E+00,+1.256000E+01,+1.052000E+01
+4.923700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.923800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.923900E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.924000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.924100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.924200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.924300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.924400E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.924500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.924600E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.924700E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.924800E-01,+1.036000E+01,+1.264000E+01,+1.052000E+01
+4.924900E-01,+1.228000E+01,+1.264000E+01,+1.052000E+01
+4.925000E-01,+1.196000E+01,+1.256000E+01,+1.052000E+01
+4.925100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.925200E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.925300E-01,+7.800000E+00,+1.280000E+01,+1.052000E+01
+4.925400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.925500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.925600E-01,+7.600002E-01,+1.240000E+01,+1.052000E+01
+4.925700E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.925800E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.925900E-01,+1.480000E+00,+1.280000E+01,+1.052000E+01
+4.926000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.926100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.926200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.926300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.926400E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.926500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.926600E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.926700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.926800E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.926900E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.927000E-01,+1.080000E+00,+1.248000E+01,+1.052000E+01
+4.927100E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.927200E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.927300E-01,+1.320000E+00,+1.288000E+01,+1.052000E+01
+4.927400E-01,+7.480000E+00,+1.264000E+01,+1.052000E+01
+4.927500E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.927600E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.927700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.927800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.927900E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.928000E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.928100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.928200E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.928300E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.928400E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.928500E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.928600E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.928700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.928800E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.928900E-01,+1.212000E+01,+1.280000E+01,+1.052000E+01
+4.929000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.929100E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.929200E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.929300E-01,+1.188000E+01,+1.264000E+01,+1.052000E+01
+4.929400E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.929500E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.929600E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.929700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.929800E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.929900E-01,+1.188000E+01,+1.256000E+01,+1.052000E+01
+4.930000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.930100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.930200E-01,+1.244000E+01,+1.288000E+01,+1.052000E+01
+4.930300E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.930400E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.930500E-01,+1.124000E+01,+1.264000E+01,+1.052000E+01
+4.930600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.930700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.930800E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.930900E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.931000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.931100E-01,+1.196000E+01,+1.272000E+01,+1.052000E+01
+4.931200E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.931300E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.931400E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.931500E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.931600E-01,+3.080000E+00,+1.272000E+01,+1.052000E+01
+4.931700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.931800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.931900E-01,+1.160000E+00,+1.256000E+01,+1.052000E+01
+4.932000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.932100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.932200E-01,+1.240000E+00,+1.288000E+01,+1.052000E+01
+4.932300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.932400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.932500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.932600E-01,+3.800000E+00,+1.272000E+01,+1.052000E+01
+4.932700E-01,+1.196000E+01,+1.256000E+01,+1.052000E+01
+4.932800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.932900E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.933000E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.933100E-01,+1.172000E+01,+1.264000E+01,+1.052000E+01
+4.933200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.933300E-01,+1.320000E+00,+1.264000E+01,+1.052000E+01
+4.933400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.933500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.933600E-01,+1.000000E+00,+1.272000E+01,+1.052000E+01
+4.933700E-01,+1.188000E+01,+1.264000E+01,+1.052000E+01
+4.933800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.933900E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.934000E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.934100E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.934200E-01,+2.760000E+00,+1.248000E+01,+1.052000E+01
+4.934300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.934400E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.934500E-01,+1.320000E+00,+1.272000E+01,+1.052000E+01
+4.934600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.934700E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.934800E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.934900E-01,+1.160000E+00,+1.256000E+01,+1.052000E+01
+4.935000E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.935100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.935200E-01,+2.840000E+00,+1.264000E+01,+1.052000E+01
+4.935300E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.935400E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.935500E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.935600E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.935700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.935800E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.935900E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.936000E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.936100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.936200E-01,+1.196000E+01,+1.240000E+01,+1.052000E+01
+4.936300E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.936400E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.936500E-01,+1.236000E+01,+1.280000E+01,+1.052000E+01
+4.936600E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.936700E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.936800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.936900E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.937000E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.937100E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.937200E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.937300E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.937400E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.937500E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.937600E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.937700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.937800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.937900E-01,+1.236000E+01,+1.288000E+01,+1.052000E+01
+4.938000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.938100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.938200E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.938300E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.938400E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.938500E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.938600E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.938700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.938800E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.938900E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.939000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.939100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.939200E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.939300E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.939400E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.939500E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.939600E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.939700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.939800E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.939900E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.940000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.940100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.940200E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.940300E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.940400E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.940500E-01,+1.180000E+01,+1.240000E+01,+1.052000E+01
+4.940600E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.940700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.940800E-01,+1.228000E+01,+1.272000E+01,+1.052000E+01
+4.940900E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.941000E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.941100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.941200E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.941300E-01,+7.560000E+00,+1.264000E+01,+1.052000E+01
+4.941400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.941500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.941600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.941700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.941800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.941900E-01,+1.160000E+00,+1.256000E+01,+1.052000E+01
+4.942000E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.942100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.942200E-01,+1.480000E+00,+1.296000E+01,+1.052000E+01
+4.942300E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.942400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.942500E-01,+1.240000E+00,+1.256000E+01,+1.052000E+01
+4.942600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.942700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.942800E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.942900E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.943000E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.943100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.943200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.943300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.943400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.943500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.943600E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.943700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.943800E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.943900E-01,+1.320000E+00,+1.272000E+01,+1.052000E+01
+4.944000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.944100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.944200E-01,+7.600002E-01,+1.264000E+01,+1.052000E+01
+4.944300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.944400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.944500E-01,+1.000000E+00,+1.256000E+01,+1.052000E+01
+4.944600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.944700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.944800E-01,+8.400002E-01,+1.256000E+01,+1.052000E+01
+4.944900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.945000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.945100E-01,+1.320000E+00,+1.272000E+01,+1.052000E+01
+4.945200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.945300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.945400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.945500E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.945600E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.945700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.945800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.945900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.946000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.946100E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.946200E-01,+9.200001E-01,+1.248000E+01,+1.052000E+01
+4.946300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.946400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.946500E-01,+1.480000E+00,+1.280000E+01,+1.052000E+01
+4.946600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.946700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.946800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.946900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.947000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.947100E-01,+1.240000E+00,+1.280000E+01,+1.052000E+01
+4.947200E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.947300E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.947400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.947500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.947600E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.947700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.947800E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.947900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.948000E-01,+1.160000E+00,+1.256000E+01,+1.052000E+01
+4.948100E-01,+9.080000E+00,+1.264000E+01,+1.052000E+01
+4.948200E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.948300E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.948400E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.948500E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.948600E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.948700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.948800E-01,+1.212000E+01,+1.256000E+01,+1.052000E+01
+4.948900E-01,+5.800000E+00,+1.264000E+01,+1.052000E+01
+4.949000E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.949100E-01,+7.600002E-01,+1.248000E+01,+1.052000E+01
+4.949200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.949300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.949400E-01,+3.720000E+00,+1.272000E+01,+1.052000E+01
+4.949500E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.949600E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.949700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.949800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.949900E-01,+1.164000E+01,+1.264000E+01,+1.052000E+01
+4.950000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.950100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.950200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.950300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.950400E-01,+1.320000E+00,+1.272000E+01,+1.052000E+01
+4.950500E-01,+1.148000E+01,+1.248000E+01,+1.052000E+01
+4.950600E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.950700E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.950800E-01,+1.228000E+01,+1.272000E+01,+1.052000E+01
+4.950900E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.951000E-01,+3.400000E+00,+1.264000E+01,+1.052000E+01
+4.951100E-01,+1.000000E+00,+1.240000E+01,+1.052000E+01
+4.951200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.951300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.951400E-01,+1.320000E+00,+1.280000E+01,+1.052000E+01
+4.951500E-01,+6.200000E+00,+1.264000E+01,+1.052000E+01
+4.951600E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.951700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.951800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.951900E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.952000E-01,+9.480000E+00,+1.264000E+01,+1.052000E+01
+4.952100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.952200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.952300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.952400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.952500E-01,+1.160000E+00,+1.256000E+01,+1.052000E+01
+4.952600E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.952700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.952800E-01,+1.212000E+01,+1.280000E+01,+1.052000E+01
+4.952900E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.953000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.953100E-01,+1.960000E+00,+1.264000E+01,+1.052000E+01
+4.953200E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.953300E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
